 NAME III (version 6.5)                                          
 Run name:                   Training Example 1
 Run time:                   30/09/2015 15:20:04.640 UTC+01:00
 Met data:                   Single Site Flow.Met Station
 Start of release:           08/10/2008 00:00 UTC
 End of release:             08/10/2008 06:00 UTC
 Source strength:            100.0000 g / s
 Release location:           3.4700W   50.7300N
 Release height:             150.000m agl +/- 0.000m
 Run duration:               12hr 0min
 X grid origin:                -6.445000    
 Y grid origin:                 47.75500    
 X grid size:                         120
 Y grid size:                         120
 X grid resolution:            5.0000001E-02
 Y grid resolution:            5.0000001E-02
 Number of preliminary cols:            4
 Number of field cols:                  1
 
 Fields:
                        ,                        ,                        ,                        ,                    Tracer,
                        ,                        ,                        ,                        ,                     Req 1,
                        ,                        ,                        ,                        ,         Air Concentration,
                        ,                        ,                        ,                        ,                    Tracer,
                        ,                        ,                        ,                        ,                   g / m^3,
                        ,                        ,                        ,                        ,               All sources,
                        ,                        ,                        ,                        ,     No ensemble averaging,
                        ,                        ,                        ,                        ,          1hr 0min average,
                        ,                        ,                        ,                        ,   No horizontal averaging,
                        ,                        ,                        ,                        ,     No vertical averaging,
                        ,                        ,                        ,                        ,                          ,
                        ,                        ,                        ,                        ,                          ,
                        ,                        ,                        ,                        ,                          ,
                        ,                        ,                        ,                        ,      08/10/2008 07:00 UTC,
                        ,                        ,                        ,                        ,        Z = 50.00000 m agl,
                        ,                        ,                        ,                        ,                          ,
                 X Index,                 Y Index,            X (Lat-Long),            Y (Lat-Long),                          ,
                      62,                      60,               -3.395000,                50.70500,             3.3096407E-07,
                      62,                      61,               -3.395000,                50.75500,             5.5226188E-08,
                      63,                      60,               -3.345000,                50.70500,             1.6272394E-06,
                      63,                      61,               -3.345000,                50.75500,             3.5897023E-07,
                      64,                      60,               -3.295000,                50.70500,             4.3025307E-06,
                      64,                      61,               -3.295000,                50.75500,             9.6645829E-07,
                      65,                      59,               -3.245000,                50.65500,             1.9285439E-07,
                      65,                      60,               -3.245000,                50.70500,             5.7918678E-06,
                      65,                      61,               -3.245000,                50.75500,             1.7672378E-06,
                      66,                      59,               -3.195000,                50.65500,             4.4081003E-07,
                      66,                      60,               -3.195000,                50.70500,             7.1157228E-06,
                      66,                      61,               -3.195000,                50.75500,             2.5127918E-06,
                      66,                      62,               -3.195000,                50.80500,             5.5273933E-08,
                      67,                      59,               -3.145000,                50.65500,             5.5101253E-07,
                      67,                      60,               -3.145000,                50.70500,             6.0676707E-06,
                      67,                      61,               -3.145000,                50.75500,             2.2090476E-06,
                      67,                      62,               -3.145000,                50.80500,             2.7636966E-08,
                      68,                      59,               -3.095000,                50.65500,             8.8162011E-07,
                      68,                      60,               -3.095000,                50.70500,             5.0196186E-06,
                      68,                      61,               -3.095000,                50.75500,             2.9269881E-06,
                      68,                      62,               -3.095000,                50.80500,             2.4873270E-07,
                      68,                      63,               -3.095000,                50.85500,             5.5339715E-08,
                      69,                      58,               -3.045000,                50.60500,             2.7520981E-08,
                      69,                      59,               -3.045000,                50.65500,             1.2948797E-06,
                      69,                      60,               -3.045000,                50.70500,             5.1575203E-06,
                      69,                      61,               -3.045000,                50.75500,             4.1143512E-06,
                      69,                      62,               -3.045000,                50.80500,             9.1201991E-07,
                      69,                      64,               -3.045000,                50.90500,             2.7699825E-08,
                      69,                      65,               -3.045000,                50.95500,             2.7726852E-08,
                      70,                      58,               -2.995000,                50.60500,             2.4768883E-07,
                      70,                      59,               -2.995000,                50.65500,             9.9182262E-07,
                      70,                      60,               -2.995000,                50.70500,             4.5231732E-06,
                      70,                      61,               -2.995000,                50.75500,             4.4733210E-06,
                      70,                      62,               -2.995000,                50.80500,             8.8438293E-07,
                      70,                      63,               -2.995000,                50.85500,             1.6601915E-07,
                      71,                      58,               -2.945000,                50.60500,             5.5041962E-08,
                      71,                      59,               -2.945000,                50.65500,             1.1571266E-06,
                      71,                      60,               -2.945000,                50.70500,             3.8336657E-06,
                      71,                      61,               -2.945000,                50.75500,             3.9210599E-06,
                      71,                      62,               -2.945000,                50.80500,             1.4371221E-06,
                      71,                      63,               -2.945000,                50.85500,             2.7669859E-07,
                      72,                      58,               -2.895000,                50.60500,             5.5041962E-08,
                      72,                      59,               -2.895000,                50.65500,             1.1020252E-06,
                      72,                      60,               -2.895000,                50.70500,             3.5578621E-06,
                      72,                      61,               -2.895000,                50.75500,             4.4457083E-06,
                      72,                      62,               -2.895000,                50.80500,             1.5200333E-06,
                      72,                      63,               -2.895000,                50.85500,             4.7038759E-07,
                      72,                      64,               -2.895000,                50.90500,             5.5399649E-08,
                      73,                      58,               -2.845000,                50.60500,             1.3760490E-07,
                      73,                      59,               -2.845000,                50.65500,             1.0744745E-06,
                      73,                      60,               -2.845000,                50.70500,             4.3025307E-06,
                      73,                      61,               -2.845000,                50.75500,             4.4457083E-06,
                      73,                      62,               -2.845000,                50.80500,             2.0451353E-06,
                      73,                      63,               -2.845000,                50.85500,             3.8737804E-07,
                      73,                      64,               -2.845000,                50.90500,             2.7699825E-08,
